what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wst.jsdt.core,1.0.200.v200905201910,"org.eclipse.wst.jsdt.core",1258094350135
started,bundle,org.eclipse.wst.jsdt.ui,1.0.200.v200905242047,"org.eclipse.wst.jsdt.ui",1258094355245
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1258094355276
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1258094355666
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1258094355698
executed,command,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.edit.text.java.inline",1258094355713
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1258094375807
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1258094377010
executed,command,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.edit.text.java.inline",1258094377026
opened,view,org.eclipse.ui.ide,3.5.0.I20090525-2000,"org.eclipse.ui.views.ProblemView",1258094401807
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.delete.line",1258094402323
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1258094402620
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.delete.line",1258094404073
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1258094404229
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.selectAll",1258094416573
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1258094417120
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1258094418354
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1258094497463
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1258094498260
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1258094498682
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1258094812083
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1258094820973
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1258094854708
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1258094858708
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1258094863583
