what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui.commands.RunLast",1258101676709
executed,command,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui.commands.RunLast",1258101677319
executed,command,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui.commands.RunLast",1258101677959
executed,command,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui.commands.RunLast",1258101678850
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1258101678975
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1258101679163
executed,command,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui.commands.RunLast",1258101680006
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1258101680022
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1258101680194
executed,command,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui.commands.RunLast",1258101681459
executed,command,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui.commands.RunLast",1258101682584
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1258101684772
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1258101697725
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1258101707053
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1258101707928
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1258101725522
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1258101739506
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1258101739538
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1258101741100
executed,command,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui.commands.RunLast",1258101742256
executed,command,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui.commands.RunLast",1258101743334
executed,command,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui.commands.RunLast",1258101744584
executed,command,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui.commands.RunLast",1258101745741
executed,command,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui.commands.RunLast",1258101746569
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1258101747991
