what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1258080936802
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1258082340412
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1258082358318
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1258082366177
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1258082368052
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1258082369162
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1258082382396
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1258082383662
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1258082390380
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1258082390693
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1258082391630
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1258082413599
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1258082414240
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1258082418380
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1258082419771
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1258082420333
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1258082425912
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1258082427302
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1258082518568
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1258082519865
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1258082539568
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1258082543615
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1258082544021
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1258082562396
executed,command,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui.commands.RunLast",1258082569255
