what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1258073347888
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1258073364288
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1258073515953
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1258073515984
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1258073551265
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1258073554218
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1258073555562
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1258073556593
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1258073621171
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1258073622765
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1258073626953
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1258073690859
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1258073697062
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1258073746046
executed,command,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.edit.text.java.format",1258073750812
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1258073751875
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.selectAll",1258073752828
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1258073754156
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1258073755625
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1258073826156
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1258073831015
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1258073831484
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1258073832937
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1258073901218
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1258073915109
